TRIPID,HHID,PERSID,STARTSTOP,ENDSTOP,STARTIME,ORIGPLACE,ORIGPURP,ORIGSA1_2021,DESTPLACE,DESTPURP,DESTSA1_2021,MAINMODE,MODE1,MODE2,MODE3,MODE4,MODE5,MODE6,MODE7,MODE8,ARRTIME,DURATION,TRAVTIME,CUMDIST,OVERALL_PURPOSE
913331000004,91333,91333/1000,4,4,300,My workplace,Work (my workplace),31802149115,Other work-related place,Work (other work reason),31802148246,Truck driver,Truck driver,,,,,,,,325,35,25,16.92,Work Related
913331000005,91333,91333/1000,5,5,360,Other work-related place,Work (other work reason),31802148246,My workplace,Work (my workplace),31802149115,Truck driver,Truck driver,,,,,,,,385,60,25,15.33,Work Related
913331000006,91333,91333/1000,6,6,445,My workplace,Work (my workplace),31802149115,Other work-related place,Work (other work reason),31802147510,Truck driver,Truck driver,,,,,,,,480,40,35,13.76,Work Related
913331000007,91333,91333/1000,7,7,520,Other work-related place,Work (other work reason),31802147510,My workplace,Work (my workplace),31802149115,Truck driver,Truck driver,,,,,,,,555,55,35,12.59,Work Related
913331000008,91333,91333/1000,8,8,610,My workplace,Work (my workplace),31802149115,My home,Go home,31802147707,Car driver,Car driver,,,,,,,,630,,20,12.54,Direct Work Commute
913331001001,91333,91333/1001,1,1,195,My home,At Home,31802147707,Childcare or kindergarten,Pick up or drop off a passenger,31802147706,Car driver,Car driver,,,,,,,,198,0,3,0.96,Pickup/Dropoff Someone
913331001002,91333,91333/1001,2,2,198,Childcare or kindergarten,Pick up or drop off a passenger,31802147706,My workplace,Work (my workplace),31802146702,Car driver,Car driver,,,,,,,,215,485,17,2.68,Work Related
913331001003,91333,91333/1001,3,3,700,My workplace,Work (my workplace),31802146702,Other place (please specify),Pickup/deliver something (not work-related),31802147413,Car driver,Car driver,,,,,,,,710,20,10,4.32,Pickup/Deliver Something
913331001004,91333,91333/1001,4,4,730,Other place (please specify),Pickup/deliver something (not work-related),31802147413,My home,Go home,31802147707,Car driver,Car driver,,,,,,,,740,70,10,4.12,Pickup/Deliver Something
913331001005,91333,91333/1001,5,5,810,My home,Go home,31802147707,Childcare or kindergarten,Pick up or drop off a passenger,31802147706,Car driver,Car driver,,,,,,,,815,15,5,0.96,Pickup/Dropoff Someone
913331001006,91333,91333/1001,6,6,830,Childcare or kindergarten,Pick up or drop off a passenger,31802147706,My home,Go home,31802147707,Car driver,Car driver,,,,,,,,840,,10,0.92,Pickup/Dropoff Someone
913331003001,91333,91333/1003,1,1,195,My home,At Home,31802147707,Childcare or kindergarten,Just accompanying someone,31802147706,Car passenger,Car passenger,,,,,,,,198,632,3,0.96,Accompany Someone
913331003002,91333,91333/1003,2,2,830,Childcare or kindergarten,Just accompanying someone,31802147706,My home,Go home,31802147707,Car passenger,Car passenger,,,,,,,,840,,10,0.92,Accompany Someone
913361000001,91336,91336/1000,1,1,300,My home,At Home,31802147707,Other place (please specify),Recreation/leisure activity,31802148801,Car driver,Car driver,,,,,,,,315,135,15,8.52,Recreation
913361000002,91336,91336/1000,2,2,450,Other place (please specify),Recreation/leisure activity,31802148801,My home,Go home,31802147707,Car driver,Car driver,,,,,,,,465,75,15,8.58,Recreation
913361000003,91336,91336/1000,3,3,540,My home,Go home,31802147707,Shop or supermarket,Shopping,31802146714,Car driver,Car driver,,,,,,,,546,69,6,1.34,Shopping
913361000004,91336,91336/1000,4,4,615,Shop or supermarket,Shopping,31802146714,My home,Go home,31802147707,Car driver,Car driver,,,,,,,,620,130,5,1.42,Shopping
913361000005,91336,91336/1000,5,5,750,My home,Go home,31802147707,Someone else's home,Personal business,31802146818,Car driver,Car driver,,,,,,,,760,110,10,6.14,Personal Business
913361000006,91336,91336/1000,6,6,870,Someone else's home,Personal business,31802146818,My home,Go home,31802147707,Car driver,Car driver,,,,,,,,880,,10,6.13,Personal Business
913381000001,91338,91338/1000,1,1,180,My home,At Home,31802147707,My workplace,Work (my workplace),31802147411,Car driver,Car driver,,,,,,,,190,530,10,4.75,Direct Work Commute
913381000002,91338,91338/1000,2,2,720,My workplace,Work (my workplace),31802147411,My home,Go home,31802147707,Car driver,Car driver,,,,,,,,730,50,10,4.67,Direct Work Commute
913381000003,91338,91338/1000,3,3,780,My home,Go home,31802147707,Other place (please specify),Pickup/deliver something (not work-related),31802146715,Car driver,Car driver,,,,,,,,785,20,5,1.94,Pickup/Deliver Something
913381000004,91338,91338/1000,4,4,805,Other place (please specify),Pickup/deliver something (not work-related),31802146715,My home,Go home,31802147707,Car driver,Car driver,,,,,,,,810,,5,1.93,Pickup/Deliver Something
913381001001,91338,91338/1001,1,1,540,My home,At Home,31802147707,My workplace,Work (my workplace),31802146715,Car driver,Car driver,,,,,,,,545,,5,1.94,Direct Work Commute
913401000001,91340,91340/1000,1,1,150,My home,At Home,31802147707,My workplace,Work (my workplace),31802147607,Car passenger,Car passenger,,,,,,,,165,120,15,4.47,Direct Work Commute
913401000002,91340,91340/1000,2,2,285,My workplace,Work (my workplace),31802147607,My home,Go home,31802147707,Car passenger,Car passenger,,,,,,,,300,5,15,4.59,Direct Work Commute
913401000003,91340,91340/1000,3,3,305,My home,Go home,31802147707,My workplace,Work (my workplace),31802146714,Walking,Walking,,,,,,,,320,280,15,1.23,Direct Work Commute
913401000004,91340,91340/1000,4,4,600,My workplace,Work (my workplace),31802146714,My campus,Education,31802147411,Car passenger,Car passenger,,,,,,,,610,50,10,3.59,Education
913401000005,91340,91340/1000,5,5,660,My campus,Education,31802147411,My home,Go home,31802147707,Car passenger,Car passenger,,,,,,,,670,,10,4.42,Education
913401001001,91340,91340/1001,1,1,280,My home,At Home,31802147707,My workplace,Work (my workplace),31802147607,Car driver,Car driver,,,,,,,,300,5,20,4.38,Direct Work Commute
913401001002,91340,91340/1001,2,2,305,My workplace,Work (my workplace),31802147607,Other work-related place,Work (other work reason),31802148508,Car driver,Car driver,,,,,,,,315,165,10,3.52,Work Related
913401001003,91340,91340/1001,3,3,480,Other work-related place,Work (other work reason),31802148508,My workplace,Work (my workplace),31802147607,Car driver,Car driver,,,,,,,,490,5,10,3.51,Work Related
913401001004,91340,91340/1001,4,4,495,My workplace,Work (my workplace),31802147607,Other work-related place,Work (my workplace),31802147124,Car driver,Car driver,,,,,,,,510,330,15,12.97,Work Related
913401001005,91340,91340/1001,5,5,840,Other work-related place,Work (my workplace),31802147124,My home,Go home,31802147707,Car driver,Car driver,,,,,,,,855,,15,9.24,Direct Work Commute
913421000001,91342,91342/1000,1,1,270,My home,At Home,31802147707,Shop or supermarket,Shopping,31802148246,Car driver,Car driver,,,,,,,,285,45,15,5.29,Shopping
913421000002,91342,91342/1000,2,2,330,Shop or supermarket,Shopping,31802148246,My home,Go home,31802147707,Car driver,Car driver,,,,,,,,345,,15,5.27,Shopping
913431000001,91343,91343/1000,1,1,300,My home,At Home,31802147707,Someone else's home,Social Visit,31802148011,Car driver,Car driver,,,,,,,,320,350,20,12.44,Social
913431000002,91343,91343/1000,2,2,670,Someone else's home,Social Visit,31802148011,My home,Go home,31802147707,Car driver,Car driver,,,,,,,,692,,22,12.46,Social
913441000001,91344,91344/1000,1,1,110,My home,At Home,31802147707,My workplace,Work (my workplace),31802147609,Bicycle,Bicycle,,,,,,,,120,740,10,2.06,Direct Work Commute
913441000002,91344,91344/1000,2,2,860,My workplace,Work (my workplace),31802147609,My home,Go home,31802147707,Car passenger,Car passenger,,,,,,,,865,,5,2.09,Direct Work Commute
913441002001,91344,91344/1002,1,1,260,My home,At Home,31802147707,Primary or secondary school,Pick up or drop off a passenger,31802147903,Car driver,Car driver,,,,,,,,275,0,15,2.77,Pickup/Dropoff Someone
913441002002,91344,91344/1002,2,2,275,Primary or secondary school,Pick up or drop off a passenger,31802147903,Primary or secondary school,Pick up or drop off a passenger,31802147609,Car driver,Car driver,,,,,,,,285,0,10,2.14,Pickup/Dropoff Someone
913441002003,91344,91344/1002,3,3,285,Primary or secondary school,Pick up or drop off a passenger,31802147609,Petrol station,Refuel my vehicle,31802146702,Car driver,Car driver,,,,,,,,290,7,5,2.5,Shopping
913441002004,91344,91344/1002,4,4,297,Petrol station,Refuel my vehicle,31802146702,Shop or supermarket,Shopping,31802147214,Car driver,Car driver,,,,,,,,310,40,13,1.98,Shopping
913441002005,91344,91344/1002,5,5,350,Shop or supermarket,Shopping,31802147214,My home,Go home,31802147707,Car driver,Car driver,,,,,,,,357,288,7,1.38,Shopping
913441002006,91344,91344/1002,6,6,645,My home,Go home,31802147707,Primary or secondary school,Pick up or drop off a passenger,31802147609,Car driver,Car driver,,,,,,,,660,15,15,2.47,Pickup/Dropoff Someone
913441002007,91344,91344/1002,7,7,675,Primary or secondary school,Pick up or drop off a passenger,31802147609,Shop or supermarket,Pick up or drop off a passenger,31802147706,Car driver,Car driver,,,,,,,,685,1,10,2.93,Pickup/Dropoff Someone
913441002008,91344,91344/1002,8,8,686,Shop or supermarket,Pick up or drop off a passenger,31802147706,My home,Go home,31802147707,Car driver,Car driver,,,,,,,,691,164,5,0.74,Pickup/Dropoff Someone
913441002009,91344,91344/1002,9,9,855,My home,Go home,31802147707,Childcare or kindergarten,Pick up or drop off a passenger,31802147609,Car driver,Car driver,,,,,,,,860,0,5,2.07,Pickup/Dropoff Someone
913441002010,91344,91344/1002,10,10,860,Childcare or kindergarten,Pick up or drop off a passenger,31802147609,My home,Go home,31802147707,Car driver,Car driver,,,,,,,,865,,5,2.09,Pickup/Dropoff Someone
913441003001,91344,91344/1003,1,1,260,My home,At Home,31802147707,Primary or secondary school,Education,31802147903,Car passenger,Car passenger,,,,,,,,275,390,15,2.77,Education
913441003002,91344,91344/1003,2,2,665,Primary or secondary school,Education,31802147903,Shop or supermarket,Personal business,31802147706,Walking,Walking,,,,,,,,685,1,20,3.22,Personal Business
913441003003,91344,91344/1003,3,3,686,Shop or supermarket,Personal business,31802147706,My home,Go home,31802147707,Car passenger,Car passenger,,,,,,,,691,,5,0.74,Personal Business
913441004001,91344,91344/1004,1,1,260,My home,At Home,31802147707,Primary or secondary school,Just accompanying someone,31802147903,Car passenger,Car passenger,,,,,,,,275,0,15,2.77,Accompany Someone
913441004002,91344,91344/1004,2,2,275,Primary or secondary school,Just accompanying someone,31802147903,Primary or secondary school,Education,31802147609,Car passenger,Car passenger,,,,,,,,285,390,10,2.14,Education
913441004003,91344,91344/1004,3,3,675,Primary or secondary school,Education,31802147609,Shop or supermarket,Just accompanying someone,31802147706,Car passenger,Car passenger,,,,,,,,685,1,10,2.93,Accompany Someone
913441004004,91344,91344/1004,4,4,686,Shop or supermarket,Just accompanying someone,31802147706,My home,Go home,31802147707,Car passenger,Car passenger,,,,,,,,691,,5,0.74,Accompany Someone
913441005001,91344,91344/1005,1,1,260,My home,At Home,31802147707,Primary or secondary school,Just accompanying someone,31802147903,Car passenger,Car passenger,,,,,,,,275,0,15,2.77,Accompany Someone
913441005002,91344,91344/1005,2,2,275,Primary or secondary school,Just accompanying someone,31802147903,Primary or secondary school,Education,31802147609,Car passenger,Car passenger,,,,,,,,285,390,10,2.14,Education
913441005003,91344,91344/1005,3,3,675,Primary or secondary school,Education,31802147609,Shop or supermarket,Just accompanying someone,31802147706,Car passenger,Car passenger,,,,,,,,685,1,10,2.93,Accompany Someone
913441005004,91344,91344/1005,4,4,686,Shop or supermarket,Just accompanying someone,31802147706,My home,Go home,31802147707,Car passenger,Car passenger,,,,,,,,691,,5,0.74,Accompany Someone
913451000001,91345,91345/1000,1,1,210,My home,At Home,31802147707,Other work-related place,Work (other work reason),31802147619,Car driver,Car driver,,,,,,,,215,40,5,1.36,Work Related
913451000002,91345,91345/1000,2,2,255,Other work-related place,Work (other work reason),31802147619,Other work-related place,Work (other work reason),31802147216,Car driver,Car driver,,,,,,,,260,40,5,2.31,Work Related
913451000003,91345,91345/1000,3,3,300,Other work-related place,Work (other work reason),31802147216,Other work-related place,Work (other work reason),31802147805,Car driver,Car driver,,,,,,,,319,28,19,6.13,Work Related
913451000004,91345,91345/1000,4,4,347,Other work-related place,Work (other work reason),31802147805,Other work-related place,Work (other work reason),31802147601,Car driver,Car driver,,,,,,,,355,30,8,4.73,Work Related
913451000005,91345,91345/1000,5,5,385,Other work-related place,Work (other work reason),31802147601,Other work-related place,Work (my workplace),31802147206,Car driver,Car driver,,,,,,,,408,26,23,5.95,Work Related
913451000006,91345,91345/1000,6,6,434,Other work-related place,Work (my workplace),31802147206,Other work-related place,Work (other work reason),31802147216,Car driver,Car driver,,,,,,,,438,52,4,0.99,Work Related
913451000007,91345,91345/1000,7,7,490,Other work-related place,Work (other work reason),31802147216,Other work-related place,Work (other work reason),31802147813,Car driver,Car driver,,,,,,,,510,10,20,7.12,Work Related
913451000008,91345,91345/1000,8,8,520,Other work-related place,Work (other work reason),31802147813,Other work-related place,Work (other work reason),31802147814,Car driver,Car driver,,,,,,,,522,13,2,0.38,Work Related
913451000009,91345,91345/1000,9,9,535,Other work-related place,Work (other work reason),31802147814,Other work-related place,Work (other work reason),31802147604,Car driver,Car driver,,,,,,,,550,75,15,3.61,Work Related
913451000010,91345,91345/1000,10,10,625,Other work-related place,Work (other work reason),31802147604,My home,Go home,31802147707,Car driver,Car driver,,,,,,,,635,30,10,2.99,Work Related
913451000011,91345,91345/1000,11,11,665,My home,Go home,31802147707,Other work-related place,Work (other work reason),31802147206,Car driver,Car driver,,,,,,,,675,110,10,2.22,Work Related
913451000012,91345,91345/1000,12,12,785,Other work-related place,Work (other work reason),31802147206,My home,Go home,31802147707,Car driver,Car driver,,,,,,,,800,,15,3.88,Work Related
913471000001,91347,91347/1000,1,1,30,My home,At Home,31802147707,Other place (please specify),Recreation/leisure activity,31802147706,Walking,Walking,,,,,,,,60,0,30,0.58,Recreation
913471000002,91347,91347/1000,2,2,60,Other place (please specify),Recreation/leisure activity,31802147706,My home,Go home,31802147707,Walking,Walking,,,,,,,,75,5,15,0.58,Recreation
913471000003,91347,91347/1000,3,3,80,My home,Go home,31802147707,Other place (please specify),Personal business,31802148102,Car driver,Car driver,,,,,,,,90,10,10,2.57,Personal Business
913471000004,91347,91347/1000,4,4,100,Other place (please specify),Personal business,31802148102,Petrol station,Refuel my vehicle,31802148233,Car driver,Car driver,,,,,,,,110,10,10,1.18,Shopping
913471000005,91347,91347/1000,5,5,120,Petrol station,Refuel my vehicle,31802148233,My home,Go home,31802147707,Car driver,Car driver,,,,,,,,130,110,10,3.11,Shopping
913471000006,91347,91347/1000,6,6,240,My home,Go home,31802147707,Other place (please specify),Pickup/deliver something (not work-related),31802147510,Car driver,Car driver,,,,,,,,250,10,10,2.3,Pickup/Deliver Something
913471000007,91347,91347/1000,7,7,260,Other place (please specify),Pickup/deliver something (not work-related),31802147510,My home,Go home,31802147707,Car driver,Car driver,,,,,,,,270,,10,2.38,Pickup/Deliver Something
913471001001,91347,91347/1001,1,1,330,My home,At Home,31802147707,Other place (please specify),Personal business,31802148507,Car driver,Car driver,,,,,,,,345,30,15,3.86,Personal Business
913471001002,91347,91347/1001,2,2,375,Other place (please specify),Personal business,31802148507,My home,Go home,31802147707,Car driver,Car driver,,,,,,,,390,30,15,3.53,Personal Business
